 Orientation: -0.0491734, 0.0411213, 0.0664359, -0.99573
1691009263.234498578: Position, 0.217077, -0.01428, 0.671966
 Orientation: -0.00268595, 0.0467262, 0.0649405, -0.996791
1691009263.244547933: Position, 0.209836, -0.0149736, 0.661611
 Orientation: -0.00458782, 0.0413716, 0.0612146, -0.997256
1691009263.254535585: Position, 0.203597, -0.0164399, 0.652693
 Orientation: -0.0568672, 0.0255771, 0.0541871, -0.996582
1691009263.254602629: Position, 0.196322, -0.0201075, 0.645163
 Orientation: -0.174025, -0.0240941, 0.0292962, -0.98401
1691009263.264556240: Position, 0.190162, -0.0181366, 0.631881
 Orientation: -0.0870414, 0.00176978, 0.0396707, -0.995413
1691009263.284537367: Position, 0.176473, -0.0187201, 0.609807
 Orientation: -0.0623249, 0.00946132, 0.038516, -0.997268
1691009263.294548169: Position, 0.170837, -0.0194849, 0.600505
 Orientation: -0.0735482, -0.00630416, 0.0347086, -0.996668
1691009263.304554386: Position, 0.165015, -0.0200263, 0.590381
 Orientation: -0.08811, -0.0156698, 0.0264392, -0.995637
1691009263.304621330: Position, 0.158462, -0.0196328, 0.579333
 Orientation: -0.0494708, -0.00588218, 0.0266692, -0.998402
1691009263.314446237: Position, 0.152518, -0.0216142, 0.570427
 Orientation: -0.1027, -0.0308276, 0.0175752, -0.994079
1691009263.324514625: Position, 0.146567, -0.0203126, 0.558554
 Orientation: -0.0605172, -0.00952426, 0.0227098, -0.997863
1691009263.334575671: Position, 0.141086, -0.0192958, 0.546238
 Orientation: -0.00770286, 0.00401519, 0.0262187, -0.999619
1691009263.374544026: Position, 0.113966, -0.0230585, 0.499835
 Orientation: -0.129642, -0.0496216, 0.00486024, -0.990307
1691009263.384483995: Position, 0.108887, -0.0227612, 0.488701
 Orientation: -0.127713, -0.038559, 0.0034425, -0.991055
1691009263.404545878: Position, 0.099404, -0.0211396, 0.470808
 Orientation: -0.0747576, -0.031972, 0.00617471, -0.99667
1691009263.404600666: Position, 0.0937186, -0.0187621, 0.45981
 Orientation: -0.00887739, -0.00270219, 0.0161822, -0.999826
1691009263.414640204: Position, 0.0891061, -0.0184507, 0.451335
 Orientation: -0.014692, -0.00170764, 0.0138815, -0.999794
1691009263.434667529: Position, 0.0809433, -0.022787, 0.438546
 Orientation: -0.184916, -0.0590012, -0.00548649, -0.980966
1691009263.454670444: Position, 0.0692815, -0.0182263, 0.412055
 Orientation: -0.0287808, -0.00293276, 0.019695, -0.999387
1691009263.464583882: Position, 0.0663277, -0.0190126, 0.404544
 Orientation: -0.066569, -0.0116282, 0.0138173, -0.997618
1691009263.494582273: Position, 0.056264, -0.0151766, 0.384661
 Orientation: -0.0425151, 0.00262546, 0.00782541, -0.999062
1691009263.504661416: Position, 0.0547584, -0.0222716, 0.379641
 Orientation: -0.200822, -0.0616206, 0.00655906, -0.977666
1691009263.504716840: Position, 0.0515262, -0.0215725, 0.371969
 Orientation: -0.1752, -0.0463662, 0.0142346, -0.983338
